0.000000000000000000e+00,-3.665191429188086047e-02,0.000000000000000000e+00,4.032932302583286041e-03
3.000000000000000062e-03,-3.665191429188086047e-02,0.000000000000000000e+00,4.031710572106890489e-03
5.000000000000000104e-03,-3.665191429188086047e-02,3.839724354387524623e-03,4.031710572106890489e-03
8.000000000000000167e-03,-3.665191429188086047e-02,7.853981633974483484e-03,4.031710572106890489e-03
1.099999999999999936e-02,-3.665191429188086047e-02,1.186823891356144321e-02,4.031710572106890489e-03
1.299999999999999940e-02,-3.665191429188086047e-02,1.570796326794896697e-02,4.031710572106890489e-03
1.700000000000000122e-02,-3.665191429188086047e-02,1.954768762233649246e-02,4.031710572106890489e-03
1.900000000000000300e-02,-3.141592653589775352e-02,2.356194490192344698e-02,3.455577386023595075e-03
2.200000000000000219e-02,-3.141592653589775352e-02,2.757620218151040845e-02,3.455751918948794191e-03
2.500000000000000139e-02,-2.617993877991509066e-02,2.757620218151040845e-02,2.879618732865444133e-03
2.800000000000000058e-02,-2.094395102393153962e-02,2.757620218151040845e-02,2.303572813244694501e-03
2.999999999999999889e-02,-1.570796326794887676e-02,2.757620218151040845e-02,1.727701426549197762e-03
3.300000000000000155e-02,-1.047197551196621390e-02,2.757620218151040845e-02,1.151742773391047255e-03
3.600000000000000422e-02,-5.235987755983551040e-03,2.757620218151040845e-02,5.756968537703513987e-04
3.800000000000000600e-02,0.000000000000000000e+00,2.757620218151040845e-02,-1.745329251994396095e-07
4.100000000000000866e-02,0.000000000000000000e+00,2.757620218151040845e-02,0.000000000000000000e+00
4.300000000000001044e-02,0.000000000000000000e+00,2.757620218151040845e-02,0.000000000000000000e+00
4.600000000000001310e-02,0.000000000000000000e+00,2.757620218151040845e-02,0.000000000000000000e+00
4.800000000000001488e-02,-5.235987755983551040e-03,2.757620218151040845e-02,5.761331860833500580e-04
5.100000000000001754e-02,-5.235987755983551040e-03,2.757620218151040845e-02,5.759586531581506160e-04
5.300000000000001932e-02,-1.047197551196621390e-02,2.757620218151040845e-02,1.152091839241445922e-03
5.600000000000002198e-02,-1.570796326794887676e-02,2.757620218151040845e-02,1.728050492399596429e-03
5.900000000000002465e-02,-2.094395102393153962e-02,2.757620218151040845e-02,2.304009145557692727e-03
6.200000000000002731e-02,-2.617993877991509066e-02,2.757620218151040845e-02,2.880055065178442793e-03
6.400000000000002909e-02,-2.617993877991509066e-02,2.757620218151040845e-02,2.879793265790644118e-03
6.700000000000003175e-02,-2.617993877991509066e-02,2.757620218151040845e-02,2.879793265790644118e-03
7.000000000000003442e-02,-2.617993877991509066e-02,2.757620218151040845e-02,2.879793265790644118e-03
7.200000000000003619e-02,-2.617993877991509066e-02,2.757620218151040845e-02,2.879793265790644118e-03
7.500000000000003886e-02,-2.094395102393153962e-02,2.757620218151040845e-02,2.303660079707293626e-03
7.800000000000004152e-02,-2.094395102393153962e-02,2.757620218151040845e-02,2.303834612632493176e-03
8.100000000000004419e-02,-1.570796326794887676e-02,2.757620218151040845e-02,1.727701426549197762e-03
8.400000000000004685e-02,-1.047197551196621390e-02,2.757620218151040845e-02,1.151742773391047255e-03
8.700000000000004952e-02,-1.047197551196621390e-02,2.757620218151040845e-02,1.151917306316246588e-03
9.000000000000005218e-02,-1.047197551196621390e-02,2.757620218151040845e-02,1.151917306316246588e-03
9.300000000000005485e-02,-1.047197551196621390e-02,2.757620218151040845e-02,1.151917306316246588e-03
9.500000000000005662e-02,-1.047197551196621390e-02,2.757620218151040845e-02,1.151917306316246588e-03
9.800000000000005929e-02,-1.047197551196621390e-02,2.757620218151040845e-02,1.151917306316246588e-03
1.010000000000000620e-01,-1.570796326794887676e-02,2.757620218151040845e-02,1.728050492399596429e-03
1.040000000000000646e-01,-2.094395102393153962e-02,2.757620218151040845e-02,2.304009145557692727e-03
1.070000000000000673e-01,-2.094395102393153962e-02,2.757620218151040845e-02,2.303834612632493176e-03
1.100000000000000699e-01,-2.617993877991509066e-02,2.757620218151040845e-02,2.879967798715843234e-03
1.130000000000000726e-01,-2.617993877991509066e-02,2.757620218151040845e-02,2.879793265790644118e-03
1.150000000000000744e-01,-2.617993877991509066e-02,2.757620218151040845e-02,2.879793265790644118e-03
1.180000000000000770e-01,-2.617993877991509066e-02,2.757620218151040845e-02,2.879793265790644118e-03
1.210000000000000797e-01,-2.617993877991509066e-02,2.757620218151040845e-02,2.879793265790644118e-03
1.240000000000000824e-01,-2.617993877991509066e-02,2.757620218151040845e-02,2.879793265790644118e-03
1.270000000000000850e-01,-2.094395102393153962e-02,2.757620218151040845e-02,2.303660079707293626e-03
1.300000000000000877e-01,-2.094395102393153962e-02,2.757620218151040845e-02,2.303834612632493176e-03
1.330000000000000904e-01,-1.570796326794887676e-02,2.757620218151040845e-02,1.727701426549197762e-03
1.360000000000000930e-01,-1.570796326794887676e-02,2.757620218151040845e-02,1.727875959474397096e-03
1.390000000000000957e-01,-1.570796326794887676e-02,2.757620218151040845e-02,1.727875959474397096e-03
1.420000000000000984e-01,-1.570796326794887676e-02,2.757620218151040845e-02,1.727875959474397096e-03
1.450000000000001010e-01,-1.570796326794887676e-02,2.757620218151040845e-02,1.727875959474397096e-03
1.480000000000001037e-01,-1.570796326794887676e-02,2.757620218151040845e-02,1.727875959474397096e-03
1.510000000000001064e-01,-2.094395102393153962e-02,2.757620218151040845e-02,2.304009145557692727e-03
1.540000000000001090e-01,-2.094395102393153962e-02,2.757620218151040845e-02,2.303834612632493176e-03
1.570000000000001117e-01,-2.617993877991509066e-02,2.757620218151040845e-02,2.879967798715843234e-03
1.600000000000001144e-01,-2.617993877991509066e-02,2.757620218151040845e-02,2.879793265790644118e-03
1.630000000000001170e-01,-2.617993877991509066e-02,2.757620218151040845e-02,2.879793265790644118e-03
1.660000000000001197e-01,-2.617993877991509066e-02,2.757620218151040845e-02,2.879793265790644118e-03
1.690000000000001223e-01,-2.617993877991509066e-02,2.757620218151040845e-02,2.879793265790644118e-03
1.710000000000001241e-01,-2.617993877991509066e-02,2.757620218151040845e-02,2.879793265790644118e-03
1.740000000000001268e-01,-2.094395102393153962e-02,2.757620218151040845e-02,2.303660079707293626e-03
1.770000000000001295e-01,-2.094395102393153962e-02,2.757620218151040845e-02,2.303834612632493176e-03
1.790000000000001312e-01,-2.094395102393153962e-02,2.757620218151040845e-02,2.303834612632493176e-03
1.820000000000001339e-01,-2.094395102393153962e-02,2.757620218151040845e-02,2.303834612632493176e-03
1.850000000000001366e-01,-2.094395102393153962e-02,2.757620218151040845e-02,2.303834612632493176e-03
1.880000000000001392e-01,-2.094395102393153962e-02,2.757620218151040845e-02,2.303834612632493176e-03
1.910000000000001419e-01,-2.094395102393153962e-02,2.757620218151040845e-02,2.303834612632493176e-03
1.940000000000001446e-01,-2.617993877991509066e-02,2.757620218151040845e-02,2.879924165484543021e-03
1.980000000000001481e-01,-2.617993877991509066e-02,2.757620218151040845e-02,2.879793265790644118e-03
2.010000000000001508e-01,-2.617993877991509066e-02,2.757620218151040845e-02,2.879793265790644118e-03
2.040000000000001534e-01,-3.141592653589775352e-02,2.757620218151040845e-02,3.456013718336592867e-03
2.060000000000001552e-01,-3.141592653589775352e-02,2.757620218151040845e-02,3.455751918948794191e-03
2.090000000000001579e-01,-3.141592653589775352e-02,2.757620218151040845e-02,3.455751918948794191e-03
2.120000000000001605e-01,-3.141592653589775352e-02,2.757620218151040845e-02,3.455751918948794191e-03
2.150000000000001632e-01,-2.617993877991509066e-02,2.757620218151040845e-02,2.879618732865444133e-03
2.180000000000001659e-01,-2.617993877991509066e-02,2.757620218151040845e-02,2.879793265790644118e-03
2.210000000000001685e-01,-2.617993877991509066e-02,2.757620218151040845e-02,2.879793265790644118e-03
2.230000000000001703e-01,-2.617993877991509066e-02,2.757620218151040845e-02,2.879793265790644118e-03
2.260000000000001730e-01,-2.617993877991509066e-02,2.757620218151040845e-02,2.879793265790644118e-03
2.290000000000001756e-01,-2.617993877991509066e-02,2.757620218151040845e-02,2.879793265790644118e-03
2.310000000000001774e-01,-2.617993877991509066e-02,2.757620218151040845e-02,2.879793265790644118e-03
2.340000000000001801e-01,-2.617993877991509066e-02,2.757620218151040845e-02,2.879793265790644118e-03
2.370000000000001827e-01,-2.617993877991509066e-02,2.757620218151040845e-02,2.879793265790644118e-03
2.390000000000001845e-01,-2.617993877991509066e-02,2.757620218151040845e-02,2.879793265790644118e-03
2.420000000000001872e-01,-3.141592653589775352e-02,2.757620218151040845e-02,3.455926451873994176e-03
2.450000000000001898e-01,-3.141592653589775352e-02,2.757620218151040845e-02,3.455751918948794191e-03
2.480000000000001925e-01,-3.141592653589775352e-02,2.757620218151040845e-02,3.455751918948794191e-03
2.500000000000001665e-01,-3.141592653589775352e-02,2.757620218151040845e-02,3.455751918948794191e-03
2.530000000000001692e-01,-3.141592653589775352e-02,2.757620218151040845e-02,3.455751918948794191e-03
2.560000000000001719e-01,-3.141592653589775352e-02,2.757620218151040845e-02,3.455751918948794191e-03
2.590000000000001745e-01,-3.141592653589775352e-02,2.757620218151040845e-02,3.455751918948794191e-03
2.610000000000001763e-01,-3.141592653589775352e-02,2.757620218151040845e-02,3.455751918948794191e-03
2.640000000000001790e-01,-3.141592653589775352e-02,2.757620218151040845e-02,3.455751918948794191e-03
2.670000000000001816e-01,-3.141592653589775352e-02,2.757620218151040845e-02,3.455751918948794191e-03
2.710000000000001852e-01,-3.141592653589775352e-02,2.757620218151040845e-02,3.455751918948794191e-03
2.740000000000001878e-01,-3.141592653589775352e-02,2.757620218151040845e-02,3.455751918948794191e-03
2.770000000000001905e-01,-3.141592653589775352e-02,2.757620218151040845e-02,3.455751918948794191e-03
2.800000000000001932e-01,-3.141592653589775352e-02,2.757620218151040845e-02,3.455751918948794191e-03
2.830000000000001958e-01,-3.141592653589775352e-02,2.757620218151040845e-02,3.455751918948794191e-03
2.860000000000001985e-01,-3.665191429188086047e-02,2.757620218151040845e-02,4.031885105032089606e-03
2.890000000000002012e-01,-3.665191429188086047e-02,2.757620218151040845e-02,4.031710572106890489e-03
2.920000000000002038e-01,-3.665191429188086047e-02,3.141592653589793394e-02,4.031710572106890489e-03
